Season,Game,Date,Days Rest,Days Old,Team,Home(0)/Away(1),Opp,Score Diff,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,10PT BCKT,GmSc,PlusMinus
3,24,38708,2,7657,32,1,19,8,1.83,12,25,0.48,4,6,0.67,9,13,0.69,0,5,5,6,4,0,2,2,37,3,29.6,15
3,25,38709,1,7658,32,0,5,5,1.83,4,16,0.25,0,1,0,6,11,0.55,1,7,8,9,1,0,3,1,14,1,9.1,1
3,26,38712,3,7661,32,0,19,11,1.87,12,25,0.48,0,5,0,8,12,0.67,1,7,8,6,2,2,2,0,32,3,26.1,14
3,27,38713,1,7662,32,1,21,-5,1.68,12,21,0.57,1,5,0.2,6,9,0.67,1,9,10,8,2,0,4,3,31,3,25.7,-2
3,28,38717,4,7666,32,0,15,13,1.86,11,22,0.5,2,5,0.4,6,7,0.86,1,6,7,7,4,1,5,2,30,3,24.9,5
3,29,38721,4,7670,32,1,26,7,1.9,12,29,0.41,2,8,0.25,6,7,0.86,2,9,11,11,5,1,4,1,32,3,29.2,8
3,30,38722,1,7671,32,0,18,-9,1.84,13,19,0.68,3,7,0.43,3,6,0.5,1,8,9,5,1,0,3,4,32,3,25.7,-10
3,31,38724,2,7673,32,0,26,8,1.88,14,22,0.64,3,7,0.43,4,9,0.44,2,5,7,6,0,1,0,1,35,3,30.6,4
3,32,38727,3,7676,32,0,7,-8,1.92,14,31,0.45,0,7,0,8,11,0.73,0,7,7,7,0,1,1,0,36,3,25.4,-2
3,33,38729,2,7678,32,1,22,-1,1.67,11,22,0.5,2,3,0.67,4,9,0.44,0,2,2,9,0,0,5,2,28,2,16.1,5
3,34,38731,2,7680,32,1,2,-9,1.82,18,28,0.64,5,8,0.63,5,5,1,0,7,7,8,1,0,1,1,46,4,40.9,-5
3,35,38732,1,7681,32,1,3,-2,1.72,10,26,0.39,1,5,0.2,8,11,0.73,2,11,13,7,1,3,2,3,29,2,23.1,12
3,36,38735,3,7684,32,1,4,-1,1.73,7,20,0.35,2,6,0.33,8,15,0.53,2,9,11,9,0,0,2,5,24,2,16.4,-3
3,37,38737,2,7686,32,1,24,-20,1.47,5,22,0.23,0,3,0,4,6,0.67,1,8,9,6,0,0,6,3,14,1,-0.1,-9
3,38,38738,1,7687,32,1,25,18,1.78,19,35,0.54,4,8,0.5,9,11,0.82,0,5,5,8,2,0,3,4,51,5,37.8,20
3,39,38741,3,7690,32,0,5,30,1.47,7,21,0.33,2,5,0.4,7,10,0.7,0,7,7,8,2,2,1,0,23,2,20,33
3,40,38742,1,7691,32,1,13,9,1.91,11,22,0.5,1,5,0.2,15,20,0.75,1,8,9,6,3,1,5,2,38,3,30.2,10
3,41,38744,2,7693,32,1,5,4,1.88,12,23,0.52,1,2,0.5,5,8,0.63,1,6,7,9,3,1,6,1,30,3,23.6,4
3,42,38746,2,7695,32,0,2,7,1.78,17,33,0.52,3,7,0.43,7,12,0.58,1,10,11,7,1,1,6,1,44,4,29.6,5
3,43,38747,1,7696,32,1,29,12,1.32,11,19,0.58,2,6,0.33,6,11,0.55,1,5,6,6,5,1,4,2,30,3,26.4,30
3,44,38749,2,7698,32,0,21,6,1.85,8,21,0.38,0,2,0,10,12,0.83,0,11,11,10,1,1,4,2,26,2,20.9,5
3,45,38750,1,7699,32,1,8,-28,1.64,12,29,0.41,2,5,0.4,3,3,1,1,4,5,7,1,0,1,0,29,2,20.3,-15
3,46,38752,2,7701,32,0,10,-5,1.97,10,17,0.59,2,7,0.29,9,10,0.9,2,2,4,6,2,1,4,0,31,3,27.6,-7
3,47,38754,2,7703,32,0,26,3,1.89,9,20,0.45,2,7,0.29,2,4,0.5,0,9,9,12,0,2,4,4,22,2,17.7,-3
3,48,38756,2,7705,32,1,12,6,1.9,11,34,0.32,1,5,0.2,12,17,0.71,1,10,11,8,1,0,0,3,35,3,22.7,10
3,49,38758,2,7707,32,1,6,-12,1.89,6,23,0.26,0,3,0,6,8,0.75,1,8,9,8,1,0,2,2,18,1,10.4,-13
3,50,38759,1,7708,32,0,24,-8,1.83,10,17,0.59,5,6,0.83,8,8,1,1,4,5,6,1,2,2,5,33,3,29.6,-15
3,51,38761,2,7710,32,0,28,14,1.7,19,33,0.58,1,3,0.33,5,8,0.63,2,1,3,5,4,0,2,0,44,4,34.5,12
3,52,38763,2,7712,32,1,9,4,2.25,16,32,0.5,0,5,0,11,15,0.73,1,11,12,11,2,4,2,5,43,4,37.9,5
3,53,38769,6,7718,32,0,20,13,1.79,10,24,0.42,1,5,0.2,5,7,0.71,0,2,2,9,1,2,2,0,26,2,19.7,21
3,54,38770,1,7719,32,1,10,-9,1.8,13,24,0.54,1,4,0.25,6,10,0.6,3,3,6,5,2,1,6,3,33,3,21.8,-7
3,55,38772,2,7721,32,0,6,-8,1.99,7,21,0.33,3,8,0.38,8,19,0.42,0,7,7,9,1,0,4,2,25,2,13.3,-8
3,56,38774,2,7723,32,1,15,-12,1.57,9,20,0.45,2,3,0.67,2,3,0.67,1,8,9,7,0,0,3,3,22,2,15,-17
3,57,38775,1,7724,32,0,15,-12,1.94,9,22,0.41,0,3,0,8,10,0.8,1,3,4,6,0,1,5,0,26,2,14.9,-10
3,58,38777,2,7726,32,0,1,-7,1.86,7,21,0.33,1,4,0.25,4,7,0.57,1,6,7,12,1,2,5,1,19,1,13.8,-5
3,59,38778,1,7727,32,1,19,1,1.94,11,27,0.41,0,3,0,11,13,0.85,2,9,11,8,0,1,5,4,33,3,21.5,4
3,60,38781,3,7730,32,0,19,19,1.94,15,28,0.54,1,3,0.33,6,6,1,0,9,9,7,2,0,3,3,37,3,28.8,23
3,61,38783,2,7732,32,0,17,7,1.82,5,17,0.29,2,6,0.33,5,6,0.83,1,11,12,8,1,0,2,2,17,1,14.5,14
3,62,38784,1,7733,32,1,17,1,1.85,13,24,0.54,1,3,0.33,8,12,0.67,1,5,6,6,1,0,0,2,35,3,28.4,-4
3,63,38786,2,7735,32,1,20,-29,1.62,9,22,0.41,2,6,0.33,5,6,0.83,2,5,7,2,2,1,5,0,25,2,14.8,-18
3,64,38788,2,7737,32,1,8,-6,1.89,11,27,0.41,1,6,0.17,24,28,0.86,2,5,7,4,0,1,5,2,47,4,31.5,-7
3,65,38790,2,7739,32,1,27,-4,1.87,14,27,0.52,0,2,0,8,8,1,1,11,12,5,0,2,4,1,36,3,27.2,-8
3,66,38793,3,7742,32,0,3,15,1.84,9,23,0.39,1,6,0.17,8,10,0.8,2,7,9,5,6,0,1,2,27,2,24.9,14
3,67,38795,2,7744,32,0,22,1,1.95,10,24,0.42,3,4,0.75,6,10,0.6,1,7,8,7,1,0,7,3,29,2,15.1,0
3,68,38798,3,7747,32,0,29,2,2.09,10,21,0.48,1,5,0.2,16,23,0.7,0,11,11,12,0,1,5,4,37,3,29.3,5
3,69,38800,2,7749,32,0,9,12,1.87,13,26,0.5,4,8,0.5,6,8,0.75,3,4,7,8,2,3,0,2,36,3,34.4,8
3,70,38802,2,7751,32,1,18,2,2.04,14,34,0.41,0,4,0,8,11,0.73,3,3,6,5,2,0,2,2,36,3,22.3,4
3,71,38805,3,7754,32,0,27,13,1.81,16,23,0.7,4,7,0.57,10,13,0.77,0,5,5,4,3,0,2,3,46,4,39.2,16
3,72,38808,3,7757,32,0,8,7,1.9,16,25,0.64,2,6,0.33,13,14,0.93,4,8,12,9,2,0,4,3,47,4,43.8,13
3,73,38809,1,7758,32,1,29,4,1.72,13,24,0.54,2,5,0.4,7,9,0.78,1,11,12,8,1,2,3,5,35,3,29.6,2
3,74,38811,2,7760,32,0,10,33,1.44,13,22,0.59,4,10,0.4,7,9,0.78,1,3,4,7,4,0,3,4,37,3,31.9,15
3,75,38812,1,7761,32,1,7,-2,1.87,12,24,0.5,4,7,0.57,8,14,0.57,0,2,2,7,3,0,5,3,36,3,23.9,-2
3,76,38815,3,7764,32,1,21,6,1.84,12,26,0.46,0,3,0,13,16,0.81,1,4,5,7,1,0,6,5,37,3,22.2,5
3,77,38817,2,7766,32,1,30,2,1.75,12,24,0.5,0,3,0,8,12,0.67,1,3,4,6,0,0,2,1,32,3,21.8,3
3,78,38819,2,7768,32,1,15,-23,1.31,8,18,0.44,0,3,0,6,8,0.75,0,3,3,1,0,0,2,0,22,2,11.4,-11
3,79,38820,1,7769,32,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,80,38823,4,7772,32,1,6,-12,1.23,8,16,0.5,0,0,0,1,2,0.5,0,5,5,4,1,1,3,2,17,1,10.8,-17
3,81,38824,1,7773,32,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,82,38826,3,7775,32,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,39022,7,7971,32,0,6,3,1.69,11,24,0.46,2,4,0.5,2,6,0.33,3,7,10,5,0,2,5,2,26,2,15.3,3
4,2,39024,2,7973,32,1,28,7,1.75,14,26,0.54,1,2,0.5,6,11,0.55,1,9,10,4,1,1,2,3,35,3,25.1,6
4,3,39025,1,7974,32,1,29,-4,1.59,3,13,0.23,1,3,0.33,9,10,0.9,4,5,9,7,0,1,2,0,16,1,15.6,-3
4,4,39028,3,7977,32,0,13,-9,1.97,13,26,0.5,3,8,0.38,5,11,0.46,0,7,7,6,2,1,2,1,34,3,25.2,-3
4,5,39030,2,7979,32,0,19,19,1.58,6,13,0.46,0,1,0,7,8,0.88,0,4,4,12,3,2,3,0,19,1,22.9,26
4,6,39032,2,7981,32,0,9,1,1.81,9,17,0.53,1,4,0.25,19,23,0.83,1,7,8,5,3,0,2,4,38,3,33.8,6
4,7,39034,2,7983,32,1,7,6,1.72,10,19,0.53,3,4,0.75,6,9,0.67,0,4,4,6,2,1,3,2,29,2,22.8,10
4,8,39036,2,7985,32,0,3,13,1.62,10,15,0.67,3,6,0.5,9,11,0.82,0,7,7,7,2,1,4,2,32,3,29.6,16
4,9,39038,2,7987,32,0,12,16,1.69,12,24,0.5,2,5,0.4,11,14,0.79,2,7,9,6,1,2,4,1,37,3,29.5,12
4,10,39039,1,7988,32,1,6,-12,1.39,8,20,0.4,0,1,0,4,5,0.8,2,3,5,4,2,0,3,2,20,2,12.1,-22
4,11,39042,3,7991,32,0,16,3,1.75,7,21,0.33,1,5,0.2,0,1,0,0,1,1,9,3,1,3,1,15,1,9.6,3
4,12,39043,1,7992,32,1,17,-8,1.66,11,24,0.46,2,7,0.29,6,9,0.67,0,10,10,8,4,0,2,1,30,3,26.6,-7
4,13,39045,2,7994,32,1,5,-10,1.77,6,14,0.43,2,2,1,16,20,0.8,1,6,7,5,1,0,3,6,30,3,22.6,1
4,14,39046,1,7995,32,0,10,13,1.7,10,20,0.5,1,4,0.25,4,7,0.57,0,4,4,11,0,1,7,4,25,2,14.8,2
4,15,39050,4,7999,32,0,7,-3,1.72,10,22,0.46,0,5,0,7,11,0.64,1,6,7,6,0,1,5,1,27,2,16,-4
4,16,39052,2,8001,32,1,13,11,1.79,12,23,0.52,1,3,0.33,6,10,0.6,2,5,7,8,3,2,4,4,31,3,25.4,8
4,17,39053,1,8002,32,1,18,-18,1.49,7,22,0.32,2,6,0.33,5,7,0.71,1,4,5,4,0,0,3,2,21,2,8.5,-13
4,18,39057,4,8006,32,0,17,4,1.69,11,18,0.61,1,2,0.5,3,5,0.6,1,5,6,10,1,0,4,1,26,2,22.8,2
4,19,39060,3,8009,32,0,5,32,1.33,11,16,0.69,1,3,0.33,4,6,0.67,0,7,7,6,1,1,3,0,27,2,24.4,28
4,20,39062,2,8011,32,1,30,-6,1.73,7,18,0.39,0,3,0,1,1,1,3,4,7,6,4,0,3,1,15,1,13.3,-4
4,21,39064,2,8013,32,0,29,3,1.73,6,17,0.35,0,2,0,10,11,0.91,1,7,8,7,1,1,6,1,22,2,15.1,3
4,22,39066,2,8015,32,0,23,22,1.4,9,14,0.64,2,3,0.67,2,3,0.67,0,9,9,7,1,0,4,3,22,2,18.8,22
4,23,39067,1,8016,32,1,20,-7,1.71,10,19,0.53,2,5,0.4,7,9,0.78,1,4,5,5,0,1,4,4,29,2,19.4,-7
4,24,39071,4,8020,32,1,21,-2,1.67,10,22,0.46,1,3,0.33,16,21,0.76,0,1,1,8,2,1,3,4,37,3,27.6,8
4,25,39072,1,8021,32,0,15,-16,1.79,9,20,0.45,0,1,0,8,8,1,2,8,10,5,2,0,1,1,26,2,23.5,-20
4,26,39074,2,8023,32,0,20,3,1.79,13,21,0.62,2,3,0.67,4,10,0.4,0,7,7,1,0,0,7,1,32,3,15.5,3
4,27,39078,4,8027,32,1,13,13,1.65,10,25,0.4,1,2,0.5,6,8,0.75,1,8,9,3,1,2,1,1,27,2,18.9,23
4,28,39080,2,8029,32,0,26,10,1.83,11,21,0.52,2,6,0.33,8,13,0.62,1,3,4,5,1,1,3,5,32,3,21.5,11
4,29,39081,1,8030,32,1,19,-7,1.68,15,26,0.58,3,4,0.75,0,3,0,2,7,9,3,1,0,5,4,33,3,19.6,6
4,30,39084,3,8033,32,0,28,4,1.68,7,17,0.41,0,1,0,5,11,0.46,0,5,5,5,2,0,3,1,19,1,11.1,6
4,31,39085,1,8034,32,1,9,3,1.87,11,20,0.55,2,3,0.67,8,10,0.8,1,5,6,4,3,1,3,0,32,3,27.3,3
4,32,39087,2,8036,32,1,26,9,1.78,3,13,0.23,0,4,0,2,2,1,0,5,5,9,1,0,2,1,8,0,6.5,9
4,33,39088,1,8037,32,0,21,5,1.83,9,21,0.43,1,3,0.33,0,0,0,0,13,13,4,3,3,5,4,19,1,13.1,4
4,34,39091,3,8040,32,1,1,10,1.81,14,26,0.54,3,7,0.43,3,3,1,1,3,4,7,2,1,3,3,34,3,26.4,13
4,35,39093,2,8042,32,1,2,-19,1.62,15,28,0.54,3,9,0.33,1,2,0.5,2,4,6,6,1,0,5,2,34,3,22,-20
4,36,39095,2,8044,32,1,11,12,1.75,10,23,0.44,0,1,0,8,8,1,1,5,6,6,1,0,2,4,28,2,19.7,14
4,37,39098,3,8047,32,1,23,-5,1.82,8,21,0.38,1,7,0.14,13,15,0.87,1,6,7,8,2,1,4,0,30,3,24.5,-7
4,38,39099,1,8048,32,1,3,-18,1.46,8,21,0.38,1,4,0.25,6,13,0.46,3,3,6,2,1,0,4,0,23,2,10.1,-24
4,39,39101,2,8050,32,1,4,-11,1.83,9,23,0.39,0,1,0,12,14,0.86,2,8,10,10,2,0,3,2,30,3,25.7,-3
4,40,39102,1,8051,32,1,24,2,1.91,14,22,0.64,2,7,0.29,2,5,0.4,0,7,7,5,4,0,9,2,32,3,20.8,5
4,41,39104,2,8053,32,0,20,-11,1.81,6,15,0.4,0,3,0,6,13,0.46,0,4,4,5,3,0,2,2,18,1,12,-2
4,42,39106,2,8055,32,0,10,-3,2.22,14,26,0.54,3,8,0.38,8,13,0.62,2,8,10,5,1,0,4,2,39,3,27.9,-8
4,43,39108,2,8057,32,1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,44,39110,4,8059,32,0,2,-15,1.75,12,22,0.55,3,6,0.5,3,6,0.5,2,7,9,5,2,0,3,2,30,3,23.4,-8
4,45,39112,2,8061,32,0,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,46,39114,4,8063,32,1,8,-3,1.48,6,18,0.33,2,7,0.29,3,8,0.38,1,5,6,9,1,0,2,4,17,1,10.7,-12
4,47,39115,1,8064,32,0,29,20,1.49,7,13,0.54,0,1,0,4,8,0.5,1,9,10,3,2,0,1,1,18,1,16.2,17
4,48,39117,2,8066,32,0,15,-12,1.8,9,22,0.41,1,4,0.25,2,3,0.67,0,5,5,6,2,0,3,2,21,2,12.7,-12
4,49,39120,3,8069,32,0,11,17,1.51,4,13,0.31,1,2,0.5,2,2,1,0,7,7,3,1,1,2,1,11,1,7,15
4,50,39122,2,8071,32,0,8,24,1.71,12,22,0.55,1,4,0.25,4,8,0.5,1,6,7,6,0,0,2,1,29,2,21.1,22
4,51,39124,2,8073,32,0,22,9,1.6,5,16,0.31,0,2,0,8,12,0.67,1,7,8,5,1,1,1,3,18,1,13,3
4,52,39127,3,8076,32,1,25,-1,1.78,9,25,0.36,0,3,0,5,9,0.56,3,7,10,4,1,3,0,2,23,2,16.8,10
4,53,39128,1,8077,32,1,22,6,1.66,10,16,0.63,0,1,0,18,22,0.82,0,4,4,3,3,0,3,4,38,3,30.9,4
4,54,39134,6,8083,32,1,17,1,1.53,12,25,0.48,0,1,0,5,5,1,0,4,4,2,1,1,3,3,29,2,16.4,5
4,55,39135,1,8084,32,0,19,-6,1.79,13,28,0.46,1,4,0.25,2,8,0.25,3,4,7,2,3,0,3,1,29,2,16.5,3
4,56,39138,3,8087,32,1,8,-5,1.73,10,22,0.46,2,5,0.4,7,12,0.58,0,3,3,7,0,1,2,2,29,2,19.3,6
4,57,39140,2,8089,32,0,30,8,1.78,14,22,0.64,3,4,0.75,4,7,0.57,1,4,5,8,2,1,4,1,35,3,29.8,16
4,58,39142,2,8091,32,1,27,-3,1.67,17,27,0.63,1,4,0.25,4,8,0.5,0,3,3,5,0,0,2,2,39,3,26.9,-2
4,59,39144,2,8093,32,0,17,23,1.56,10,20,0.5,1,3,0.33,15,17,0.88,2,3,5,6,0,3,2,1,36,3,31.4,23
4,60,39146,2,8095,32,0,18,6,1.73,12,24,0.5,3,6,0.5,5,9,0.56,1,11,12,8,0,0,3,2,32,3,24.2,-1
4,61,39148,2,8097,32,1,15,4,2.11,17,31,0.55,1,3,0.33,6,8,0.75,2,5,7,8,3,1,4,4,41,4,31.9,8
4,62,39151,3,8100,32,1,26,2,1.52,12,22,0.55,4,6,0.67,4,4,1,0,8,8,9,3,1,6,5,32,3,25.8,15
4,63,39152,1,8101,32,0,5,11,1.61,10,22,0.46,2,6,0.33,4,5,0.8,3,4,7,6,3,1,2,2,26,2,22.6,23
4,64,39154,2,8103,32,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,65,39155,3,8104,32,1,16,22,1.23,11,17,0.65,4,7,0.57,3,6,0.5,1,5,6,4,3,0,2,0,29,2,26.3,35
4,66,39158,3,8107,32,0,25,9,1.82,8,21,0.38,0,6,0,8,13,0.62,2,15,17,9,2,2,4,3,24,2,20.9,7
4,67,39161,3,8110,32,1,29,-8,1.94,12,31,0.39,2,9,0.22,11,12,0.92,2,4,6,6,1,3,3,4,37,3,25,-5
4,68,39162,1,8111,32,0,27,-8,1.89,12,28,0.43,1,6,0.17,6,7,0.86,0,6,6,4,2,3,6,3,31,3,17.3,-6
4,69,39164,2,8113,32,0,7,22,1.59,8,16,0.5,0,1,0,5,6,0.83,1,2,3,10,2,0,1,1,21,2,21.5,19
4,70,39166,2,8115,32,0,4,-12,1.7,8,19,0.42,1,6,0.17,1,1,1,0,3,3,8,1,0,5,4,18,1,8.8,-13
4,71,39168,2,8117,32,1,5,11,1.67,8,18,0.44,0,3,0,10,14,0.71,1,6,7,6,2,0,3,4,26,2,19.1,11
4,72,39169,1,8118,32,1,7,-4,1.83,6,20,0.3,2,5,0.4,10,14,0.71,1,5,6,7,2,0,3,3,24,2,15.7,3
4,73,39172,3,8121,32,1,19,4,1.98,14,25,0.56,0,3,0,11,13,0.85,1,4,5,9,3,0,7,4,39,3,28.9,4
4,74,39173,1,8122,32,1,9,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,75,39175,3,8124,32,1,12,13,1.74,13,24,0.54,0,2,0,5,5,1,2,10,12,6,4,1,2,1,31,3,30.3,21
4,76,39177,2,8126,32,0,8,-4,2.03,11,21,0.52,2,5,0.4,11,13,0.85,2,7,9,5,0,0,4,4,35,3,25.3,3
4,77,39178,1,8127,32,1,6,5,1.85,7,23,0.3,0,3,0,11,14,0.79,0,6,6,5,1,1,2,3,25,2,14.3,5
4,78,39180,2,8129,32,1,15,-5,1.8,5,16,0.31,1,4,0.25,9,11,0.82,1,4,5,6,1,0,5,2,20,2,11.3,-11
4,79,39184,4,8133,32,0,21,18,1.47,15,27,0.56,0,1,0,5,9,0.56,3,5,8,4,2,1,2,1,35,3,27.2,21
4,80,39186,2,8135,32,0,13,34,1.33,8,16,0.5,3,6,0.5,4,5,0.8,1,4,5,6,1,1,0,1,23,2,22,25
4,81,39189,3,8138,32,1,10,6,1.5,7,15,0.47,0,2,0,4,7,0.57,1,4,5,6,0,0,1,3,18,1,13,-4
4,82,39190,1,8139,32,0,26,13,1.67,9,18,0.5,1,4,0.25,5,10,0.5,0,5,5,9,2,0,2,2,24,2,20,22
5,1,39386,7,8335,32,0,27,-18,1.51,2,11,0.18,0,2,0,6,10,0.6,1,4,5,4,1,0,5,4,10,1,0.6,-12
5,2,39388,2,8337,32,0,7,4,1.85,13,28,0.46,3,5,0.6,16,22,0.73,3,4,7,7,3,1,3,1,45,4,36.7,4
5,3,39390,2,8339,32,1,2,-11,1.8,11,26,0.42,3,5,0.6,2,2,1,1,4,5,8,2,4,3,0,27,2,22.5,-18
5,4,39392,2,8341,32,1,24,4,1.74,9,16,0.56,1,2,0.5,5,7,0.71,1,12,13,9,0,3,2,1,24,2,25.9,4
5,5,39393,1,8342,32,1,25,-2,1.7,12,27,0.44,1,4,0.25,7,15,0.47,2,13,15,13,3,2,4,4,32,3,27.9,4
5,6,39395,2,8344,32,1,1,2,1.83,10,19,0.53,0,2,0,6,8,0.75,0,4,4,4,1,1,1,1,26,2,20.2,-1
5,7,39397,2,8346,32,1,11,8,1.5,9,21,0.43,0,2,0,4,8,0.5,1,4,5,8,6,1,5,3,22,2,17.3,11
5,8,39398,1,8347,32,1,4,-22,1.41,9,16,0.56,1,3,0.33,8,14,0.57,0,1,1,4,2,0,4,3,27,2,16.9,-13
5,9,39400,2,8349,32,0,20,-1,1.97,15,27,0.56,2,4,0.5,7,9,0.78,4,9,13,14,0,2,4,1,39,3,37.6,2
5,10,39402,2,8351,32,0,25,5,1.68,13,27,0.48,1,3,0.33,13,15,0.87,2,8,10,9,0,3,5,3,40,4,31.5,13
5,11,39406,4,8355,32,0,26,-4,1.84,11,22,0.5,1,7,0.14,11,12,0.92,0,7,7,7,1,1,3,4,34,3,26.7,-2
5,12,39407,1,8356,32,1,12,11,1.63,17,26,0.65,6,10,0.6,5,8,0.63,2,6,8,5,3,2,3,2,45,4,39.7,14
5,13,39410,3,8359,32,0,17,3,1.86,14,29,0.48,2,8,0.25,7,8,0.88,3,9,12,12,3,1,4,3,37,3,33.6,7
5,14,39411,1,8360,32,1,5,5,1.49,10,21,0.48,1,6,0.17,9,15,0.6,3,8,11,10,4,1,2,1,30,3,30.7,9
5,15,39413,2,8362,32,0,9,5,1.91,11,25,0.44,2,8,0.25,14,15,0.93,0,4,4,13,2,2,3,2,38,3,34.4,14
5,16,39414,1,8363,32,1,15,-35,0.81,5,11,0.46,0,2,0,5,9,0.56,0,1,1,3,0,0,0,1,15,1,9.7,-2
5,17,39416,2,8365,32,1,17,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18,39418,4,8367,32,1,9,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,19,39420,6,8369,32,0,21,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20,39421,7,8370,32,1,6,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,21,39424,10,8373,32,1,29,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,22,39427,13,8376,32,0,5,13,0.94,5,9,0.56,0,1,0,7,10,0.7,1,2,3,5,1,1,4,2,17,1,13.2,27
5,23,39430,3,8379,32,1,21,-8,1.71,12,25,0.48,3,9,0.33,2,3,0.67,0,6,6,8,2,0,6,3,29,2,18.1,6
5,24,39431,1,8380,32,0,10,-6,1.74,10,18,0.56,0,1,0,1,1,1,0,6,6,6,0,1,3,1,21,2,15.7,5
5,25,39433,2,8382,32,0,26,5,2.09,10,25,0.4,0,5,0,11,13,0.85,1,7,8,5,1,0,2,3,31,3,20.8,6
5,26,39435,2,8384,32,1,7,-18,1.54,12,21,0.57,3,6,0.5,5,6,0.83,1,7,8,6,6,0,4,1,32,3,30.3,-9
5,27,39436,1,8385,32,0,22,4,1.6,12,29,0.41,0,3,0,9,11,0.82,4,6,10,5,1,1,3,3,33,3,22.3,-7
5,28,39439,3,8388,32,0,24,-9,1.7,8,20,0.4,0,2,0,9,13,0.69,2,3,5,8,1,1,3,2,25,2,18.4,-12
5,29,39441,2,8390,32,0,8,14,1.61,9,19,0.47,0,3,0,7,11,0.64,0,6,6,12,1,1,2,3,25,2,22.4,18
5,30,39443,2,8392,32,1,27,7,1.51,9,21,0.43,1,4,0.25,5,10,0.5,4,4,8,7,3,0,3,5,24,2,17.8,5
5,31,39445,2,8394,32,1,14,-10,1.76,8,21,0.38,1,4,0.25,4,6,0.67,2,3,5,6,1,0,4,1,21,2,11.8,-18
5,32,39449,4,8398,32,0,13,4,1.67,13,22,0.59,1,3,0.33,9,11,0.82,1,4,5,6,2,1,2,1,36,3,31.4,7
5,33,39451,2,8400,32,0,1,4,1.89,7,18,0.39,1,6,0.17,9,12,0.75,1,7,8,10,5,1,3,1,24,2,25.1,7
5,34,39453,2,8402,32,1,17,3,1.91,14,29,0.48,4,8,0.5,7,12,0.58,3,8,11,8,0,0,1,1,39,3,31,-1
5,35,39455,2,8404,32,0,23,16,1.47,8,18,0.44,0,3,0,6,6,1,2,6,8,3,2,0,4,2,22,2,15.1,13
5,36,39456,1,8405,32,1,13,-9,1.81,13,22,0.59,0,4,0,5,9,0.56,3,7,10,6,3,1,3,3,31,3,27.1,-7
5,37,39458,2,8407,32,0,29,7,2.07,10,20,0.5,2,7,0.29,9,15,0.6,5,14,19,8,4,3,8,3,31,3,28.8,-2
5,38,39462,4,8411,32,1,16,8,1.97,18,28,0.64,6,12,0.5,9,16,0.56,3,5,8,9,3,1,4,1,51,5,45,10
5,39,39464,2,8413,32,1,28,2,1.62,9,24,0.38,1,5,0.2,8,12,0.67,3,6,9,7,0,2,3,1,27,2,19,-11
5,40,39468,4,8417,32,1,8,7,1.65,11,26,0.42,1,4,0.25,5,5,1,1,2,3,5,4,1,5,4,28,2,17.1,12
5,41,39470,2,8419,32,0,6,36,1.3,7,13,0.54,1,3,0.33,8,9,0.89,2,6,8,8,2,1,0,2,23,2,27,31
5,42,39472,2,8421,32,0,2,-2,1.64,14,30,0.47,0,1,0,8,10,0.8,2,5,7,5,2,0,1,3,36,3,26,-12
5,43,39474,2,8423,32,1,22,3,1.84,16,32,0.5,1,5,0.2,8,12,0.67,3,6,9,4,2,0,5,4,41,4,25.5,-3
5,44,39477,3,8426,32,1,3,1,1.83,13,29,0.45,3,6,0.5,8,12,0.67,2,12,14,4,2,2,4,3,37,3,26.3,3
5,45,39478,1,8427,32,1,23,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,46,39480,3,8429,32,0,11,14,1.83,8,19,0.42,1,4,0.25,11,16,0.69,0,11,11,7,2,1,3,2,28,2,23,15
5,47,39483,3,8432,32,0,9,1,1.77,11,21,0.52,4,8,0.5,7,10,0.7,1,8,9,12,5,2,7,5,33,3,30.4,12
5,48,39485,2,8434,32,1,18,-15,1.72,12,23,0.52,2,5,0.4,6,11,0.55,1,6,7,6,2,2,3,0,32,3,25.8,-11
